Id,NetsuiteId__c,Status__c
a04IV00000rHNsBYAW,27814,Open
a04IV00000rHAtzYAG,27815,Paid In Full
a04IV00000rHNsCYAW,27816,Paid In Full
a04IV00000rHNsDYAW,27817,Paid In Full
a04IV00000rHNsEYAW,27818,Paid In Full
a04IV00000rHNsFYAW,27819,Open
a04IV00000rHNsGYAW,27820,Open
a04IV00000rHNsHYAW,27821,Open
a04IV00000rHAtUYAW,27822,Paid In Full
a04IV00000rHNsIYAW,27823,Open
a04IV00000rHAthYAG,27824,Open
a04IV00000rHNsJYAW,27825,Paid In Full
a04IV00000rHNsKYAW,27826,Paid In Full
a04IV00000rHNsLYAW,27827,Paid In Full
a04IV00000rHAtEYAW,27829,Open
a04IV00000rHNsMYAW,27830,Paid In Full
a04IV00000rHNsNYAW,27831,Paid In Full
a04IV00000rHNsQYAW,27832,Paid In Full
a04IV00000rHAtQYAW,27833,Paid In Full
a04IV00000rHNsVYAW,27834,Paid In Full
a04IV00000rHNsTYAW,27835,Paid In Full
a04IV00000rHNsUYAW,27836,Open
a04IV00000rHNsXYAW,27837,Open
a04IV00000rHNsYYAW,27838,Paid In Full
a04IV00000rHNsZYAW,27839,Paid In Full
a04IV00000rHNsWYAW,27840,Paid In Full
a04IV00000rHNsaYAG,27841,Paid In Full
a04IV00000rHNsbYAG,27842,Paid In Full
a04IV00000rHNscYAG,27843,Paid In Full
a04IV00000rHNsdYAG,27844,Paid In Full
a04IV00000rHNsgYAG,27845,Open
a04IV00000rHNshYAG,27846,Open
a04IV00000rHNsiYAG,27847,Paid In Full
a04IV00000rHNsjYAG,27848,Paid In Full
a04IV00000rHNskYAG,27849,Paid In Full
a04IV00000rHNslYAG,27850,Paid In Full
a04IV00000rHNsnYAG,27851,Open
a04IV00000rHNsoYAG,27852,Open
a04IV00000rHNspYAG,27853,Paid In Full
a04IV00000rHNsmYAG,27854,Paid In Full
a04IV00000rHNsqYAG,27855,Paid In Full
a04IV00000rHNsfYAG,27856,Open
a04IV00000rHNsrYAG,27857,Paid In Full
a04IV00000rHNssYAG,27858,Open
a04IV00000rHNstYAG,27859,Open
a04IV00000rHNsuYAG,27860,Open
a04IV00000rHNsvYAG,27861,Paid In Full
a04IV00000rHNmYYAW,27862,Open
a04IV00000rHNmZYAW,27863,Open
a04IV00000rHNmaYAG,27864,Paid In Full
a04IV00000rHNmbYAG,27865,Paid In Full
a04IV00000rHNmXYAW,27866,Paid In Full
a04IV00000rHNseYAG,27867,Paid In Full
a04IV00000rHNmcYAG,27868,Open
a04IV00000rHNmdYAG,27869,Open
